chromosome	start	end	width	test	ref
Chr05	9510001	9520000	10000	394	297
Chr05	9515001	9525000	10000	395	306
Chr05	9520001	9530000	10000	364	272
Chr05	9525001	9535000	10000	253	203
Chr05	9530001	9540000	10000	219	228
Chr05	9535001	9545000	10000	231	233
Chr05	9540001	9550000	10000	248	208
Chr05	9545001	9555000	10000	300	254
Chr05	9550001	9560000	10000	229	185
Chr05	9555001	9565000	10000	147	111
Chr05	9560001	9570000	10000	221	176
Chr05	9565001	9575000	10000	321	274
Chr05	9570001	9580000	10000	411	425
Chr05	9575001	9585000	10000	414	432
Chr05	9580001	9590000	10000	368	345
Chr05	9585001	9595000	10000	391	365
Chr05	9590001	9600000	10000	316	295
Chr05	9595001	9605000	10000	219	203
Chr05	9600001	9610000	10000	207	211
Chr05	9605001	9615000	10000	213	216
Chr05	9610001	9620000	10000	312	306
Chr05	9615001	9625000	10000	375	327
Chr05	9620001	9630000	10000	373	298
Chr05	9625001	9635000	10000	380	367
Chr05	9630001	9640000	10000	340	383
Chr05	9635001	9645000	10000	302	315
Chr05	9640001	9650000	10000	337	314
Chr05	9645001	9655000	10000	449	419
Chr05	9650001	9660000	10000	393	363
Chr05	9655001	9665000	10000	385	343
Chr05	9660001	9670000	10000	454	419
Chr05	9665001	9675000	10000	392	414
Chr05	9670001	9680000	10000	322	362
Chr05	9675001	9685000	10000	307	317
Chr05	9680001	9690000	10000	343	344
Chr05	9685001	9695000	10000	352	381
Chr05	9690001	9700000	10000	378	355
Chr05	9695001	9705000	10000	389	343
Chr05	9700001	9710000	10000	391	393
Chr05	9705001	9715000	10000	488	452
Chr05	9710001	9720000	10000	556	507
Chr05	9715001	9725000	10000	443	476
Chr05	9720001	9730000	10000	436	447
Chr05	9725001	9735000	10000	385	334
Chr05	9730001	9740000	10000	344	333
Chr05	9735001	9745000	10000	409	395
Chr05	9740001	9750000	10000	423	371
Chr05	9745001	9755000	10000	393	379
Chr05	9750001	9760000	10000	316	319
Chr05	9755001	9765000	10000	327	303
Chr05	9760001	9770000	10000	322	256
Chr05	9765001	9775000	10000	290	211
Chr05	9770001	9780000	10000	265	262
Chr05	9775001	9785000	10000	248	313
Chr05	9780001	9790000	10000	295	305
Chr05	9785001	9795000	10000	362	353
Chr05	9790001	9800000	10000	284	306
Chr05	9795001	9805000	10000	310	290
Chr05	9800001	9810000	10000	413	378
Chr05	9805001	9815000	10000	373	343
Chr05	9810001	9820000	10000	375	360
Chr05	9815001	9825000	10000	369	342
Chr05	9820001	9830000	10000	317	300
Chr05	9825001	9835000	10000	332	309
Chr05	9830001	9840000	10000	372	353
Chr05	9835001	9845000	10000	400	377
Chr05	9840001	9850000	10000	367	354
Chr05	9845001	9855000	10000	336	342
Chr05	9850001	9860000	10000	382	348
Chr05	9855001	9865000	10000	381	374
Chr05	9860001	9870000	10000	343	329
Chr05	9865001	9875000	10000	349	265
Chr05	9870001	9880000	10000	311	244
Chr05	9875001	9885000	10000	279	281
Chr05	9880001	9890000	10000	332	316
Chr05	9885001	9895000	10000	327	299
Chr05	9890001	9900000	10000	330	301
Chr05	9895001	9905000	10000	305	272
Chr05	9900001	9910000	10000	292	275
Chr05	9905001	9915000	10000	315	285
Chr05	9910001	9920000	10000	303	298
Chr05	9915001	9925000	10000	359	384
Chr05	9920001	9930000	10000	378	385
Chr05	9925001	9935000	10000	402	390
Chr05	9930001	9940000	10000	590	585
Chr05	9935001	9945000	10000	562	527
Chr05	9940001	9950000	10000	401	335
Chr05	9945001	9955000	10000	364	344
Chr05	9950001	9960000	10000	340	343
Chr05	9955001	9965000	10000	392	451
Chr05	9960001	9970000	10000	388	470
Chr05	9965001	9975000	10000	360	418
Chr05	9970001	9980000	10000	301	328
Chr05	9975001	9985000	10000	312	279
Chr05	9980001	9990000	10000	335	329
Chr05	9985001	9995000	10000	288	280
Chr05	9990001	10000000	10000	343	299
Chr05	9995001	10005000	10000	345	338
Chr05	10000001	10010000	10000	280	292
Chr05	10005001	10015000	10000	271	248
Chr05	10010001	10020000	10000	313	278
Chr05	10015001	10025000	10000	373	370
Chr05	10020001	10030000	10000	369	379
Chr05	10025001	10035000	10000	322	296
Chr05	10030001	10040000	10000	327	266
Chr05	10035001	10045000	10000	358	290
Chr05	10040001	10050000	10000	371	384
Chr05	10045001	10055000	10000	393	439
Chr05	10050001	10060000	10000	370	398
Chr05	10055001	10065000	10000	337	333
Chr05	10060001	10070000	10000	342	271
Chr05	10065001	10075000	10000	324	299
Chr05	10070001	10080000	10000	314	314
Chr05	10075001	10085000	10000	314	332
Chr05	10080001	10090000	10000	376	395
Chr05	10085001	10095000	10000	350	342
Chr05	10090001	10100000	10000	176	181
Chr05	10095001	10105000	10000	94	86
Chr05	10100001	10110000	10000	177	135
Chr05	10105001	10115000	10000	286	238
Chr05	10110001	10120000	10000	335	344
Chr05	10115001	10125000	10000	382	384
Chr05	10120001	10130000	10000	327	331
Chr05	10125001	10135000	10000	322	325
Chr05	10130001	10140000	10000	320	293
Chr05	10135001	10145000	10000	299	258
Chr05	10140001	10150000	10000	299	245
Chr05	10145001	10155000	10000	262	256
Chr05	10150001	10160000	10000	283	313
Chr05	10155001	10165000	10000	322	337
Chr05	10160001	10170000	10000	301	344
Chr05	10165001	10175000	10000	346	390
Chr05	10170001	10180000	10000	401	372
Chr05	10175001	10185000	10000	322	287
Chr05	10180001	10190000	10000	290	277
Chr05	10185001	10195000	10000	328	293
Chr05	10190001	10200000	10000	301	269
Chr05	10195001	10205000	10000	291	246
Chr05	10200001	10210000	10000	325	299
Chr05	10205001	10215000	10000	286	300
Chr05	10210001	10220000	10000	318	321
Chr05	10215001	10225000	10000	343	340
Chr05	10220001	10230000	10000	337	293
Chr05	10225001	10235000	10000	441	364
Chr05	10230001	10240000	10000	462	382
Chr05	10235001	10245000	10000	413	382
Chr05	10240001	10250000	10000	214	222
Chr05	10245001	10255000	10000	19	17
Chr05	10250001	10260000	10000	51	35
Chr05	10255001	10265000	10000	44	29
Chr05	10260001	10270000	10000	19	21
Chr05	10265001	10275000	10000	83	64
Chr05	10270001	10280000	10000	75	55
Chr05	10275001	10285000	10000	72	94
Chr05	10280001	10290000	10000	106	116
Chr05	10285001	10295000	10000	69	52
Chr05	10290001	10300000	10000	46	37
Chr05	10295001	10305000	10000	29	20
Chr05	10300001	10310000	10000	26	17
Chr05	10305001	10315000	10000	19	17
Chr05	10310001	10320000	10000	17	20
Chr05	10315001	10325000	10000	47	44
Chr05	10320001	10330000	10000	144	108
Chr05	10325001	10335000	10000	118	88
Chr05	10330001	10340000	10000	70	84
Chr05	10335001	10345000	10000	116	110
Chr05	10340001	10350000	10000	78	52
Chr05	10345001	10355000	10000	106	76
Chr05	10350001	10360000	10000	259	241
Chr05	10355001	10365000	10000	342	358
Chr05	10360001	10370000	10000	280	277
Chr05	10365001	10375000	10000	266	242
Chr05	10370001	10380000	10000	342	348
Chr05	10375001	10385000	10000	391	415
Chr05	10380001	10390000	10000	399	429
Chr05	10385001	10395000	10000	373	368
Chr05	10390001	10400000	10000	343	275
Chr05	10395001	10405000	10000	360	295
Chr05	10400001	10410000	10000	340	321
Chr05	10405001	10415000	10000	311	289
Chr05	10410001	10420000	10000	310	283
Chr05	10415001	10425000	10000	364	331
Chr05	10420001	10430000	10000	396	347
Chr05	10425001	10435000	10000	373	357
Chr05	10430001	10440000	10000	465	477
Chr05	10435001	10445000	10000	542	532
Chr05	10440001	10450000	10000	434	359
Chr05	10445001	10455000	10000	325	244
Chr05	10450001	10460000	10000	297	314
Chr05	10455001	10465000	10000	227	265
Chr05	10460001	10470000	10000	205	191
Chr05	10465001	10475000	10000	219	222
Chr05	10470001	10480000	10000	239	244
Chr05	10475001	10485000	10000	307	298
Chr05	10480001	10490000	10000	335	308
Chr05	10485001	10495000	10000	339	257
Chr05	10490001	10500000	10000	324	291
Chr05	10495001	10505000	10000	288	304
Chr05	10500001	10510000	10000	236	231
Chr05	10505001	10515000	10000	204	204
Chr05	10510001	10520000	10000	235	240
Chr05	10515001	10525000	10000	304	273
Chr05	10520001	10530000	10000	355	280
Chr05	10525001	10535000	10000	378	318
Chr05	10530001	10540000	10000	342	310
Chr05	10535001	10545000	10000	285	268
Chr05	10540001	10550000	10000	302	294
Chr05	10545001	10555000	10000	353	315
Chr05	10550001	10560000	10000	271	242
Chr05	10555001	10565000	10000	261	226
Chr05	10560001	10570000	10000	402	329
Chr05	10565001	10575000	10000	400	368
Chr05	10570001	10580000	10000	196	199
Chr05	10575001	10585000	10000	87	116
Chr05	10580001	10590000	10000	229	242
Chr05	10585001	10595000	10000	259	280
Chr05	10590001	10600000	10000	321	320
Chr05	10595001	10605000	10000	405	384
Chr05	10600001	10610000	10000	294	309
Chr05	10605001	10615000	10000	122	151
Chr05	10610001	10620000	10000	170	167
Chr05	10615001	10625000	10000	301	271
Chr05	10620001	10630000	10000	300	266
Chr05	10625001	10635000	10000	327	334
Chr05	10630001	10640000	10000	370	399
Chr05	10635001	10645000	10000	373	325
Chr05	10640001	10650000	10000	324	266
Chr05	10645001	10655000	10000	279	294
Chr05	10650001	10660000	10000	328	361
Chr05	10655001	10665000	10000	365	359
Chr05	10660001	10670000	10000	330	322
Chr05	10665001	10675000	10000	288	277
Chr05	10670001	10680000	10000	274	256
Chr05	10675001	10685000	10000	323	300
Chr05	10680001	10690000	10000	367	306
Chr05	10685001	10695000	10000	398	291
Chr05	10690001	10700000	10000	377	286
Chr05	10695001	10705000	10000	576	620
Chr05	10700001	10710000	10000	610	690
Chr05	10705001	10715000	10000	393	372
Chr05	10710001	10720000	10000	387	353
Chr05	10715001	10725000	10000	391	364
Chr05	10720001	10730000	10000	394	350
Chr05	10725001	10735000	10000	238	219
Chr05	10730001	10740000	10000	104	105
Chr05	10735001	10745000	10000	181	155
Chr05	10740001	10750000	10000	339	350
Chr05	10745001	10755000	10000	395	419
Chr05	10750001	10760000	10000	365	401
Chr05	10755001	10765000	10000	257	312
Chr05	10760001	10770000	10000	156	195
Chr05	10765001	10775000	10000	242	296
Chr05	10770001	10780000	10000	358	304
Chr05	10775001	10785000	10000	361	290
Chr05	10780001	10790000	10000	337	319
Chr05	10785001	10795000	10000	311	283
Chr05	10790001	10800000	10000	322	327
Chr05	10795001	10805000	10000	245	245
Chr05	10800001	10810000	10000	143	148
Chr05	10805001	10815000	10000	264	262
Chr05	10810001	10820000	10000	335	310
Chr05	10815001	10825000	10000	390	364
Chr05	10820001	10830000	10000	403	362
Chr05	10825001	10835000	10000	298	290
Chr05	10830001	10840000	10000	243	259
Chr05	10835001	10845000	10000	281	344
Chr05	10840001	10850000	10000	341	457
Chr05	10845001	10855000	10000	378	428
Chr05	10850001	10860000	10000	472	468
Chr05	10855001	10865000	10000	465	408
Chr05	10860001	10870000	10000	365	263
Chr05	10865001	10875000	10000	237	223
Chr05	10870001	10880000	10000	178	232
Chr05	10875001	10885000	10000	270	246
Chr05	10880001	10890000	10000	370	311
Chr05	10885001	10895000	10000	430	391
Chr05	10890001	10900000	10000	401	353
Chr05	10895001	10905000	10000	375	369
Chr05	10900001	10910000	10000	389	448
Chr05	10905001	10915000	10000	267	342
Chr05	10910001	10920000	10000	72	113
Chr05	10915001	10925000	10000	139	117
Chr05	10920001	10930000	10000	452	369
Chr05	10925001	10935000	10000	555	471
Chr05	10930001	10940000	10000	604	604
Chr05	10935001	10945000	10000	835	802
Chr05	10940001	10950000	10000	620	555
Chr05	10945001	10955000	10000	290	254
Chr05	10950001	10960000	10000	345	316
Chr05	10955001	10965000	10000	378	362
Chr05	10960001	10970000	10000	275	273
Chr05	10965001	10975000	10000	191	214
Chr05	10970001	10980000	10000	273	248
Chr05	10975001	10985000	10000	370	316
Chr05	10980001	10990000	10000	348	304
Chr05	10985001	10995000	10000	280	270
Chr05	10990001	11000000	10000	222	247
Chr05	10995001	11005000	10000	284	299
Chr05	11000001	11010000	10000	286	294
Chr05	11005001	11015000	10000	258	233
Chr05	11010001	11020000	10000	260	182
Chr05	11015001	11025000	10000	206	154
Chr05	11020001	11030000	10000	295	292
Chr05	11025001	11035000	10000	345	309
Chr05	11030001	11040000	10000	271	210
Chr05	11035001	11045000	10000	376	345
Chr05	11040001	11050000	10000	498	487
Chr05	11045001	11055000	10000	439	423
Chr05	11050001	11060000	10000	368	331
Chr05	11055001	11065000	10000	384	328
Chr05	11060001	11070000	10000	380	325
Chr05	11065001	11075000	10000	366	324
Chr05	11070001	11080000	10000	359	303
Chr05	11075001	11085000	10000	243	211
Chr05	11080001	11090000	10000	280	257
Chr05	11085001	11095000	10000	352	302
Chr05	11090001	11100000	10000	309	247
Chr05	11095001	11105000	10000	334	266
Chr05	11100001	11110000	10000	345	279
Chr05	11105001	11115000	10000	331	300
Chr05	11110001	11120000	10000	376	386
Chr05	11115001	11125000	10000	402	372
Chr05	11120001	11130000	10000	407	306
Chr05	11125001	11135000	10000	428	335
Chr05	11130001	11140000	10000	476	437
Chr05	11135001	11145000	10000	478	423
Chr05	11140001	11150000	10000	618	526
Chr05	11145001	11155000	10000	546	495
Chr05	11150001	11160000	10000	405	331
Chr05	11155001	11165000	10000	485	375
Chr05	11160001	11170000	10000	341	270
Chr05	11165001	11175000	10000	245	177
Chr05	11170001	11180000	10000	302	254
Chr05	11175001	11185000	10000	221	208
Chr05	11180001	11190000	10000	217	196
Chr05	11185001	11195000	10000	379	310
Chr05	11190001	11200000	10000	397	331
Chr05	11195001	11205000	10000	348	348
Chr05	11200001	11210000	10000	352	351
Chr05	11205001	11215000	10000	398	399
Chr05	11210001	11220000	10000	404	605
Chr05	11215001	11225000	10000	345	531
Chr05	11220001	11230000	10000	258	255
Chr05	11225001	11235000	10000	205	221
Chr05	11230001	11240000	10000	302	303
Chr05	11235001	11245000	10000	400	426
Chr05	11240001	11250000	10000	366	406
Chr05	11245001	11255000	10000	337	319
Chr05	11250001	11260000	10000	332	312
Chr05	11255001	11265000	10000	390	300
Chr05	11260001	11270000	10000	365	228
Chr05	11265001	11275000	10000	333	260
Chr05	11270001	11280000	10000	357	390
Chr05	11275001	11285000	10000	338	355
Chr05	11280001	11290000	10000	292	251
Chr05	11285001	11295000	10000	454	397
Chr05	11290001	11300000	10000	543	512
Chr05	11295001	11305000	10000	378	348
Chr05	11300001	11310000	10000	343	284
Chr05	11305001	11315000	10000	407	375
Chr05	11310001	11320000	10000	392	364
Chr05	11315001	11325000	10000	359	334
Chr05	11320001	11330000	10000	336	345
Chr05	11325001	11335000	10000	534	562
Chr05	11330001	11340000	10000	592	549
Chr05	11335001	11345000	10000	399	306
Chr05	11340001	11350000	10000	376	293
Chr05	11345001	11355000	10000	378	315
Chr05	11350001	11360000	10000	422	361
Chr05	11355001	11365000	10000	403	349
Chr05	11360001	11370000	10000	362	357
Chr05	11365001	11375000	10000	355	343
Chr05	11370001	11380000	10000	406	322
Chr05	11375001	11385000	10000	469	381
Chr05	11380001	11390000	10000	447	404
Chr05	11385001	11395000	10000	435	411
Chr05	11390001	11400000	10000	400	380
Chr05	11395001	11405000	10000	321	289
Chr05	11400001	11410000	10000	333	288
Chr05	11405001	11415000	10000	402	372
Chr05	11410001	11420000	10000	386	380
Chr05	11415001	11425000	10000	404	407
Chr05	11420001	11430000	10000	373	344
Chr05	11425001	11435000	10000	288	216
Chr05	11430001	11440000	10000	290	201
Chr05	11435001	11445000	10000	322	287
Chr05	11440001	11450000	10000	354	331
Chr05	11445001	11455000	10000	371	353
Chr05	11450001	11460000	10000	377	411
Chr05	11455001	11465000	10000	350	319
Chr05	11460001	11470000	10000	304	271
Chr05	11465001	11475000	10000	263	278
Chr05	11470001	11480000	10000	245	237
Chr05	11475001	11485000	10000	289	244
Chr05	11480001	11490000	10000	343	276
Chr05	11485001	11495000	10000	372	359
Chr05	11490001	11500000	10000	404	365
Chr05	11495001	11505000	10000	399	327
Chr05	11500001	11510000	10000	351	322
Chr05	11505001	11515000	10000	292	271
Chr05	11510001	11520000	10000	286	276
Chr05	11515001	11525000	10000	346	327
Chr05	11520001	11530000	10000	378	328
Chr05	11525001	11535000	10000	367	317
Chr05	11530001	11540000	10000	397	378
Chr05	11535001	11545000	10000	376	393
Chr05	11540001	11550000	10000	381	368
Chr05	11545001	11555000	10000	468	432
Chr05	11550001	11560000	10000	412	417
Chr05	11555001	11565000	10000	311	359
Chr05	11560001	11570000	10000	294	323
Chr05	11565001	11575000	10000	274	223
Chr05	11570001	11580000	10000	298	237
Chr05	11575001	11585000	10000	378	357
Chr05	11580001	11590000	10000	355	373
Chr05	11585001	11595000	10000	266	259
Chr05	11590001	11600000	10000	193	162
Chr05	11595001	11605000	10000	118	104
Chr05	11600001	11610000	10000	158	175
Chr05	11605001	11615000	10000	208	218
Chr05	11610001	11620000	10000	196	171
Chr05	11615001	11625000	10000	118	100
Chr05	11620001	11630000	10000	27	14
Chr05	11625001	11635000	10000	42	45
Chr05	11630001	11640000	10000	49	59
Chr05	11635001	11645000	10000	36	25
Chr05	11640001	11650000	10000	80	63
Chr05	11645001	11655000	10000	90	91
Chr05	11650001	11660000	10000	151	149
Chr05	11655001	11665000	10000	185	177
Chr05	11660001	11670000	10000	133	147
Chr05	11665001	11675000	10000	90	102
Chr05	11670001	11680000	10000	91	80
Chr05	11675001	11685000	10000	199	207
Chr05	11680001	11690000	10000	282	306
Chr05	11685001	11695000	10000	436	429
Chr05	11690001	11700000	10000	585	523
Chr05	11695001	11705000	10000	427	412
Chr05	11700001	11710000	10000	198	212
Chr05	11705001	11715000	10000	77	57
Chr05	11710001	11720000	10000	8	6
Chr05	11715001	11725000	10000	18	25
Chr05	11720001	11730000	10000	24	31
Chr05	11725001	11735000	10000	14	13
Chr05	11730001	11740000	10000	30	31
Chr05	11735001	11745000	10000	71	52
Chr05	11740001	11750000	10000	47	26
Chr05	11745001	11755000	10000	151	143
Chr05	11750001	11760000	10000	308	262
Chr05	11755001	11765000	10000	330	285
Chr05	11760001	11770000	10000	347	310
Chr05	11765001	11775000	10000	362	307
Chr05	11770001	11780000	10000	322	267
Chr05	11775001	11785000	10000	212	173
Chr05	11780001	11790000	10000	193	169
Chr05	11785001	11795000	10000	236	192
Chr05	11790001	11800000	10000	356	293
Chr05	11795001	11805000	10000	404	376
Chr05	11800001	11810000	10000	384	348
Chr05	11805001	11815000	10000	359	369
Chr05	11810001	11820000	10000	295	321
Chr05	11815001	11825000	10000	305	264
Chr05	11820001	11830000	10000	245	237
Chr05	11825001	11835000	10000	178	167
Chr05	11830001	11840000	10000	257	220
Chr05	11835001	11845000	10000	329	296
Chr05	11840001	11850000	10000	307	326
Chr05	11845001	11855000	10000	307	337
Chr05	11850001	11860000	10000	329	294
Chr05	11855001	11865000	10000	328	324
Chr05	11860001	11870000	10000	343	360
Chr05	11865001	11875000	10000	374	354
Chr05	11870001	11880000	10000	351	305
Chr05	11875001	11885000	10000	357	322
Chr05	11880001	11890000	10000	339	353
Chr05	11885001	11895000	10000	360	307
Chr05	11890001	11900000	10000	397	327
Chr05	11895001	11905000	10000	375	338
Chr05	11900001	11910000	10000	319	301
Chr05	11905001	11915000	10000	286	295
Chr05	11910001	11920000	10000	389	356
Chr05	11915001	11925000	10000	412	349
Chr05	11920001	11930000	10000	414	321
Chr05	11925001	11935000	10000	398	359
Chr05	11930001	11940000	10000	350	346
Chr05	11935001	11945000	10000	255	242
Chr05	11940001	11950000	10000	183	168
Chr05	11945001	11955000	10000	267	214
Chr05	11950001	11960000	10000	419	356
Chr05	11955001	11965000	10000	384	400
Chr05	11960001	11970000	10000	240	277
Chr05	11965001	11975000	10000	295	254
Chr05	11970001	11980000	10000	386	352
Chr05	11975001	11985000	10000	417	402
Chr05	11980001	11990000	10000	379	351
Chr05	11985001	11995000	10000	342	279
Chr05	11990001	12000000	10000	346	319
Chr05	11995001	12005000	10000	349	354
Chr05	12000001	12010000	10000	380	395
Chr05	12005001	12015000	10000	434	415
Chr05	12010001	12020000	10000	475	471
Chr05	12015001	12025000	10000	381	422
Chr05	12020001	12030000	10000	284	272
Chr05	12025001	12035000	10000	326	298
Chr05	12030001	12040000	10000	379	315
Chr05	12035001	12045000	10000	324	249
Chr05	12040001	12050000	10000	242	206
Chr05	12045001	12055000	10000	298	270
Chr05	12050001	12060000	10000	339	305
Chr05	12055001	12065000	10000	302	274
Chr05	12060001	12070000	10000	318	276
Chr05	12065001	12075000	10000	335	269
Chr05	12070001	12080000	10000	345	262
Chr05	12075001	12085000	10000	321	287
Chr05	12080001	12090000	10000	285	250
Chr05	12085001	12095000	10000	328	242
Chr05	12090001	12100000	10000	445	359
Chr05	12095001	12105000	10000	469	410
Chr05	12100001	12110000	10000	407	333
Chr05	12105001	12115000	10000	416	315
Chr05	12110001	12120000	10000	398	388
Chr05	12115001	12125000	10000	402	410
Chr05	12120001	12130000	10000	349	349
Chr05	12125001	12135000	10000	323	326
Chr05	12130001	12140000	10000	382	358
Chr05	12135001	12145000	10000	332	325
Chr05	12140001	12150000	10000	262	262
Chr05	12145001	12155000	10000	305	290
Chr05	12150001	12160000	10000	2983	3391
Chr05	12155001	12165000	10000	3067	3465
Chr05	12160001	12170000	10000	478	410
Chr05	12165001	12175000	10000	396	317
Chr05	12170001	12180000	10000	305	258
Chr05	12175001	12185000	10000	222	206
Chr05	12180001	12190000	10000	138	143
Chr05	12185001	12195000	10000	141	142
Chr05	12190001	12200000	10000	343	291
Chr05	12195001	12205000	10000	434	357
Chr05	12200001	12210000	10000	421	366
Chr05	12205001	12215000	10000	395	370
Chr05	12210001	12220000	10000	325	345
Chr05	12215001	12225000	10000	336	363
Chr05	12220001	12230000	10000	363	362
Chr05	12225001	12235000	10000	401	369
Chr05	12230001	12240000	10000	376	338
Chr05	12235001	12245000	10000	277	274
Chr05	12240001	12250000	10000	254	233
Chr05	12245001	12255000	10000	188	156
Chr05	12250001	12260000	10000	90	78
Chr05	12255001	12265000	10000	116	91
Chr05	12260001	12270000	10000	276	240
Chr05	12265001	12275000	10000	479	413
Chr05	12270001	12280000	10000	446	350
Chr05	12275001	12285000	10000	357	291
Chr05	12280001	12290000	10000	380	341
Chr05	12285001	12295000	10000	214	183
Chr05	12290001	12300000	10000	102	86
Chr05	12295001	12305000	10000	153	163
Chr05	12300001	12310000	10000	247	241
Chr05	12305001	12315000	10000	390	325
Chr05	12310001	12320000	10000	365	308
Chr05	12315001	12325000	10000	289	254
Chr05	12320001	12330000	10000	195	173
Chr05	12325001	12335000	10000	103	89
Chr05	12330001	12340000	10000	256	193
Chr05	12335001	12345000	10000	415	355
Chr05	12340001	12350000	10000	376	359
Chr05	12345001	12355000	10000	338	314
Chr05	12350001	12360000	10000	402	319
Chr05	12355001	12365000	10000	397	303
Chr05	12360001	12370000	10000	299	300
Chr05	12365001	12375000	10000	286	302
Chr05	12370001	12380000	10000	249	214
Chr05	12375001	12385000	10000	353	287
Chr05	12380001	12390000	10000	391	330
Chr05	12385001	12395000	10000	327	267
Chr05	12390001	12400000	10000	339	308
Chr05	12395001	12405000	10000	212	205
Chr05	12400001	12410000	10000	79	54
Chr05	12405001	12415000	10000	65	73
Chr05	12410001	12420000	10000	93	91
Chr05	12415001	12425000	10000	76	63
Chr05	12420001	12430000	10000	212	171
Chr05	12425001	12435000	10000	238	182
Chr05	12430001	12440000	10000	82	77
Chr05	12435001	12445000	10000	78	80
Chr05	12440001	12450000	10000	204	220
Chr05	12445001	12455000	10000	288	336
Chr05	12450001	12460000	10000	314	315
Chr05	12455001	12465000	10000	366	340
Chr05	12460001	12470000	10000	301	295
Chr05	12465001	12475000	10000	258	202
Chr05	12470001	12480000	10000	350	301
Chr05	12475001	12485000	10000	360	360
Chr05	12480001	12490000	10000	376	339
Chr05	12485001	12495000	10000	357	311
Chr05	12490001	12500000	10000	362	330
Chr05	12495001	12505000	10000	404	375
Chr05	12500001	12510000	10000	275	248
Chr05	12505001	12515000	10000	258	197
Chr05	12510001	12520000	10000	227	183
Chr05	12515001	12525000	10000	201	172
Chr05	12520001	12530000	10000	217	199
Chr05	12525001	12535000	10000	246	275
Chr05	12530001	12540000	10000	275	301
Chr05	12535001	12545000	10000	215	215
Chr05	12540001	12550000	10000	112	104
Chr05	12545001	12555000	10000	4	2
Chr05	12550001	12560000	10000	1	1
Chr05	12555001	12565000	10000	4	1
Chr05	12560001	12570000	10000	3	0
Chr05	12565001	12575000	10000	5	8
Chr05	12570001	12580000	10000	96	118
Chr05	12575001	12585000	10000	140	163
Chr05	12580001	12590000	10000	67	77
Chr05	12585001	12595000	10000	52	60
Chr05	12590001	12600000	10000	35	36
Chr05	12595001	12605000	10000	84	86
Chr05	12600001	12610000	10000	225	195
Chr05	12605001	12615000	10000	6634	6962
Chr05	12610001	12620000	10000	6667	7021
Chr05	12615001	12625000	10000	322	287
Chr05	12620001	12630000	10000	267	238
Chr05	12625001	12635000	10000	259	265
Chr05	12630001	12640000	10000	322	322
Chr05	12635001	12645000	10000	313	324
Chr05	12640001	12650000	10000	341	313
Chr05	12645001	12655000	10000	322	268
Chr05	12650001	12660000	10000	251	250
Chr05	12655001	12665000	10000	272	272
Chr05	12660001	12670000	10000	288	288
Chr05	12665001	12675000	10000	379	356
Chr05	12670001	12680000	10000	409	369
Chr05	12675001	12685000	10000	362	305
Chr05	12680001	12690000	10000	333	270
Chr05	12685001	12695000	10000	315	292
Chr05	12690001	12700000	10000	325	306
Chr05	12695001	12705000	10000	374	340
Chr05	12700001	12710000	10000	447	353
Chr05	12705001	12715000	10000	416	352
Chr05	12710001	12720000	10000	316	336
Chr05	12715001	12725000	10000	417	390
Chr05	12720001	12730000	10000	483	447
Chr05	12725001	12735000	10000	333	322
Chr05	12730001	12740000	10000	303	293
Chr05	12735001	12745000	10000	369	386
Chr05	12740001	12750000	10000	365	340
Chr05	12745001	12755000	10000	214	173
Chr05	12750001	12760000	10000	156	150
Chr05	12755001	12765000	10000	318	283
Chr05	12760001	12770000	10000	416	398
Chr05	12765001	12775000	10000	391	409
Chr05	12770001	12780000	10000	232	241
Chr05	12775001	12785000	10000	239	230
Chr05	12780001	12790000	10000	362	355
Chr05	12785001	12795000	10000	578	602
Chr05	12790001	12800000	10000	763	742
Chr05	12795001	12805000	10000	485	453
Chr05	12800001	12810000	10000	239	264
Chr05	12805001	12815000	10000	331	315
Chr05	12810001	12820000	10000	411	363
Chr05	12815001	12825000	10000	377	352
Chr05	12820001	12830000	10000	383	350
Chr05	12825001	12835000	10000	405	355
Chr05	12830001	12840000	10000	447	375
Chr05	12835001	12845000	10000	470	433
Chr05	12840001	12850000	10000	403	368
Chr05	12845001	12855000	10000	339	319
Chr05	12850001	12860000	10000	268	276
Chr05	12855001	12865000	10000	248	223
Chr05	12860001	12870000	10000	330	300
Chr05	12865001	12875000	10000	410	368
Chr05	12870001	12880000	10000	442	357
Chr05	12875001	12885000	10000	242	178
Chr05	12880001	12890000	10000	23	20
Chr05	12885001	12895000	10000	0	0
Chr05	12890001	12900000	10000	0	0
Chr05	12895001	12905000	10000	0	0
Chr05	12900001	12910000	10000	44	37
Chr05	12905001	12915000	10000	126	116
Chr05	12910001	12920000	10000	271	289
Chr05	12915001	12925000	10000	364	392
Chr05	12920001	12930000	10000	355	367
Chr05	12925001	12935000	10000	368	358
Chr05	12930001	12940000	10000	338	292
Chr05	12935001	12945000	10000	371	269
Chr05	12940001	12950000	10000	395	333
Chr05	12945001	12955000	10000	351	371
Chr05	12950001	12960000	10000	327	310
Chr05	12955001	12965000	10000	282	226
Chr05	12960001	12970000	10000	336	252
Chr05	12965001	12975000	10000	394	333
Chr05	12970001	12980000	10000	400	338
Chr05	12975001	12985000	10000	401	352
Chr05	12980001	12990000	10000	383	372
Chr05	12985001	12995000	10000	375	312
Chr05	12990001	13000000	10000	295	245
Chr05	12995001	13005000	10000	244	247
